dataset,instance_id,true_label,experiment,repeat,trace_idx,use_memory,diagnosis,parse_success,rationale,evidence_json,grounded_rate,contradiction_rate,unsupported_rate,invalid_feature_claims,verifiable_claims,endpoint,input_tokens,output_tokens,latency_s,cost_usd,success
nasa_fd001,u001_e0080,healthy,trace_sensitivity,0,0,True,degraded,True,"Strong negative deviations in s4_z_last and s17_delta_mean, key degradation indicators, signify worsening engine health. Additional negative shifts in s15_delta_mean and s9_z_last reinforce a degraded state compared to healthy training references.","[{""feature"": ""s4_z_last"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s17_delta_mean"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s15_delta_mean"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s9_z_last"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1033,198,6.481286584000372,0.0007300000000000001,True
nasa_fd001,u001_e0080,healthy,trace_sensitivity,0,1,True,degraded,True,"Strong negative deviations in s4_z_last, s17_delta_mean, and s17_slope indicate sensor degradation trends. s15_delta_mean also shows negative deviation supporting early fault signs, consistent with degraded health.","[{""feature"": ""s4_z_last"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s17_delta_mean"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s17_slope"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s15_delta_mean"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1033,194,4.119501701000445,0.0007236,True
nasa_fd001,u001_e0080,healthy,trace_sensitivity,0,2,True,degraded,True,Strong negative deviations in s4_z_last and s17_delta_mean indicate sensor degradation. Additional negative trends in s15_delta_mean and s9_z_last support a degraded health state compared to healthy training references.,"[{""feature"": ""s4_z_last"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s17_delta_mean"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s15_delta_mean"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s9_z_last"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1033,193,4.091996376999305,0.0007220000000000001,True
nasa_fd001,u001_e0080,healthy,trace_sensitivity,0,3,True,degraded,True,"Strong negative deviations in s4_z_last, s17_delta_mean, s15_delta_mean, and s9_z_last indicate sensor trends consistent with degradation rather than healthy operation.","[{""feature"": ""s4_z_last"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s17_delta_mean"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s15_delta_mean"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s9_z_last"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1033,187,2.9280878729996402,0.0007124000000000001,True
nasa_fd001,u001_e0080,healthy,trace_sensitivity,0,4,True,healthy,True,"Key features like s4_z_last and s17_delta_mean show strong negative values consistent with healthy training references, while s11_z_last is positive but aligns with healthy patterns. Overall sensor values indicate no degradation signs.","[{""feature"": ""s4_z_last"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s17_delta_mean"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s11_z_last"", ""direction"": ""positive"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,3,responses,1033,167,3.5152953879996858,0.0006804000000000001,True
nasa_fd001,u001_e0080,healthy,trace_sensitivity,0,5,True,degraded,True,"Significant negative deviations in s4_z_last and s17_delta_mean indicate abnormal degradation. The negative s9_z_last supports sensor drift or wear. These features differ notably from healthy training references, suggesting degraded engine health.","[{""feature"": ""s4_z_last"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s17_delta_mean"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s9_z_last"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,3,responses,1033,168,2.8373054580006283,0.0006820000000000001,True
nasa_fd001,u001_e0080,healthy,trace_sensitivity,0,6,True,degraded,True,"Strongly negative s4_z_last and s17_delta_mean indicate sensor degradation trends, supported by negative slopes in s15 and s3 features, suggesting system health is declining compared to healthy training references.","[{""feature"": ""s4_z_last"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s17_delta_mean"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s15_slope"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s3_delta_mean"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1033,192,3.1312555109998357,0.0007204000000000002,True
nasa_fd001,u001_e0080,healthy,trace_sensitivity,0,7,True,degraded,True,"Strong negative deviations in s4_z_last and s17_delta_mean indicate worsening engine condition. s3_delta_mean also shows decline, supporting degradation rather than healthy state.","[{""feature"": ""s4_z_last"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s17_delta_mean"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s3_delta_mean"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,3,responses,1033,157,3.61880344400015,0.0006644000000000001,True
nasa_fd001,u001_e0080,healthy,trace_sensitivity,0,8,True,degraded,True,"Strong negative deviations in s4_z_last and s17_delta_mean indicate degrading sensor trends. Additional negative shifts in s15_delta_mean and s9_z_last reinforce abnormal conditions, inconsistent with healthy training references.","[{""feature"": ""s4_z_last"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s17_delta_mean"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s15_delta_mean"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s9_z_last"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1033,193,4.210953093000171,0.0007220000000000001,True
nasa_fd001,u001_e0080,healthy,trace_sensitivity,0,9,True,degraded,True,"Strong negative deviations in s4_z_last and s17_delta_mean indicate sensor behaviors typical of degradation. Additional negative trends in s2_delta_mean and s15_slope support this, differing from healthier references with less extreme values.","[{""feature"": ""s4_z_last"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s17_delta_mean"", ""direction"": ""negative"", ""importance"": ""high""}, {""feature"": ""s2_delta_mean"", ""direction"": ""negative"", ""importance"": ""medium""}, {""feature"": ""s15_slope"", ""direction"": ""negative"", ""importance"": ""medium""}]",1.0,0.0,0.0,0,4,responses,1033,197,2.7475269210008264,0.0007284000000000001,True
